idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
71	"Men tá ið hövuðskokkurin smakkaði á vatnið , sum var vorðið vín , og ikki visti , hvaðan tað var , men tænararnir , sum hövdu oyst vatnið upp , vistu tað kallar hövuðskokkurin á brúðgómin og sigur við hann : "" Hvör maður setir fyrst hitt góða vínið fram , og tá ið teir eru vorðnir druknir , hitt ringara ; tú hevur goymt hitt góða vínið líka til nú . """	men tá ið hövuðskokkurin smakkaði á vatnið sum var vorðið vín og ikki visti hvaðan tað var men tænararnir sum hövdu oyst vatnið upp vistu tað kallar hövuðskokkurin á brúðgómin og sigur við hann hvör maður setir fyrst hitt góða vínið fram og tá ið teir eru vorðnir druknir hitt ringara tú hevur goymt hitt góða vínið líka til nú	men tá ið hövuðskokkurin á smakkaði vatnið var sum vorðið vín og ikki visti hvaðan tað men var tænararnir hövdu sum oyst vatnið upp vistu tað hövuðskokkurin kallar á brúðgómin sigur og við hann hvör maður setir fyrst hitt góða vínið fram og tá ið teir eru druknir vorðnir hitt ringara hevur tú goymt hitt góða vínið líka til nú	O O O O O F O F O C O O O C O O O F O F O C O O C O O F O O F O O O O O C O O O O O O O O O C O F O O F O C O O O O O O	men tá var ið hövuðskokkurin á vatnið sum var vín og ikki visti setir hvaðan tað men tænararnir sum hövdu vatnið upp tað hövuðskokkurin á brúðgómin og smakkaði sigur við hann hvör vorðið vistu maður fyrst hitt góða vínið fram og tá ið teir eru oyst vorðnir druknir hitt ringara tú hevur goymt hitt góða vínið líka til kallar nú	O O F O O O O O C O O O C F O O O O O C O O O O O O O F C O O O F F O O O O O O O O O O C F C O O O O C C O O O O O F O
72	Hesa byrjan av teknum sínum gjördi Jesus í Kána í Galileu og opinberaði dýrd sína , og lærusveinar hansara trúðu á hann .	hesa byrjan av teknum sínum gjördi jesus í kána í galileu og opinberaði dýrd sína og lærusveinar hansara trúðu á hann	hesa byrjan av teknum sínum gjördi jesus í kána í galileu og dýrd opinberaði sína og lærusveinar trúðu hansara á hann	O O O O O C O O O O O O O F O O O F O O O	hesa byrjan av teknum sínum jesus í kána í galileu og opinberaði dýrd sína og lærusveinar hansara trúðu gjördi á hann	O O O O O O O O O O O C O O O O O C F O O
73	Eftir hetta fór hann oman til Kapernaum , hann sjálvur og móðir hansara og bröður hansara og lærusveinar hansara , og tey vóru har ikki mangar dagar .	eftir hetta fór hann oman til kapernaum hann sjálvur og móðir hansara og bröður hansara og lærusveinar hansara og tey vóru har ikki mangar dagar	eftir hetta fór hann oman til kapernaum hann sjálvur og móðir hansara og bröður hansara og lærusveinar hansara og tey vóru har ikki mangar dagar	O O C O O O O O O O O O O O O O O O O O C O O O O	vóru eftir hetta fór hann oman til kapernaum hann sjálvur og móðir hansara og bröður hansara og lærusveinar hansara og tey har ikki mangar dagar	F O O C O O O O O O O O O O O O O O O O O O O O O
74	Og páskir hjá Jödum vóru nær , og Jesus fór niðan til Jerúsalem .	og páskir hjá jödum vóru nær og jesus fór niðan til jerúsalem	og páskir hjá jödum nær vóru og fór jesus niðan til jerúsalem	O O O O O F O F O O O O	og páskir hjá jödum nær og jesus fór niðan til jerúsalem vóru	O O O O O O O C O O O F
75	Og hann hitti teir sitandi í halgidóminum , sum seldu neyt og seyð og dúgvur , og peningavekslararnar .	og hann hitti teir sitandi í halgidóminum sum seldu neyt og seyð og dúgvur og peningavekslararnar	og hann hitti teir sitandi í halgidóminum sum neyt seldu og seyð og dúgvur og peningavekslararnar	O O C O C O O O O F O O O O O O	og hann hitti seldu teir sitandi í halgidóminum sum neyt og seyð og dúgvur og peningavekslararnar	O O C F O C O O O O O O O O O O
76	"Og við dúgvuseljararnar segði hann : "" Takið hetta burtur hiðani ; gerið ikki hús faðirs míns til krambúð ! """	og við dúgvuseljararnar segði hann takið hetta burtur hiðani gerið ikki hús faðirs míns til krambúð	og við segði dúgvuseljararnar hann takið hetta burtur hiðani gerið ikki hús faðirs míns til krambúð	O O F O O C O O O C O O O O O O	og við segði dúgvuseljararnar hann hetta burtur hiðani gerið ikki hús faðirs míns takið til krambúð	O O F O O O O O C O O O O F O O
77	"Lærusveinum hansara rann í huga , at skrivað stendur : "" Vandni um hús títt skal eta meg upp . """	lærusveinum hansara rann í huga at skrivað stendur vandni um hús títt skal eta meg upp	lærusveinum hansara í rann huga skrivað at stendur vandni um hús títt skal meg eta upp	O O O F O F O C O O O O C O F O	stendur lærusveinum hansara skrivað skal rann í huga at vandni um hús títt eta meg upp	F O O F F C O O O O O O O C O O
78	"Tá tóku Jödarnir til orða og sögdu við hann : "" Hvat tekin sýnir tú okkum , eftir sum tú gert hetta ? """	tá tóku jödarnir til orða og sögdu við hann hvat tekin sýnir tú okkum eftir sum tú gert hetta	tóku tá jödarnir til orða og sögdu við hann hvat tekin sýnir tú okkum eftir sum tú hetta gert	F O O O O O C O O O O C O O O O O O F	tá tóku jödarnir til orða og sýnir sögdu við hann hvat gert tekin tú okkum eftir sum tú hetta	O C O O O O F C O O O F O O O O O O O
79	"Jesus svaraði og segði við teir : "" Brótið niður hetta templið , og eftir trimum dögum skal eg reisa tað . """	jesus svaraði og segði við teir brótið niður hetta templið og eftir trimum dögum skal eg reisa tað	svaraði jesus og segði við teir brótið niður hetta templið og eftir trimum dögum reisa skal eg tað	F O O C O O C O O O O O O O F F O O	segði jesus og við brótið teir niður hetta templið og eftir trimum dögum skal eg reisa svaraði tað	F O O O F O O O O O O O O C O C F O
80	"Tá sögdu Jödarnir : "" Í seks og fjöruti ár hevur hetta templið staðið í gerð , og tú vilt reisa tað eftir trimum dögum ! """	tá sögdu jödarnir í seks og fjöruti ár hevur hetta templið staðið í gerð og tú vilt reisa tað eftir trimum dögum	tá sögdu jödarnir í seks og fjöruti ár hevur hetta templið í staðið gerð og vilt tú reisa tað eftir trimum dögum	O C O O O O O O C O O O F O O F O C O O O O	tá sögdu jödarnir í seks og staðið fjöruti ár hevur hetta templið í gerð og tú vilt tað eftir trimum dögum reisa	O C O O O O F O O C O O O O O O C O O O O F
81	Men hann talaði um tempul likams síns .	men hann talaði um tempul likams síns	men hann talaði um tempul likams síns	O O C O O O O	men hann talaði um tempul likams síns	O O C O O O O
82	Tá ið hann tí var upprisin frá deyðum , mintust lærusveinar hansara til , at hann hevði sagt hetta ; og teir trúðu skriftini og tí orði , sum Jesus hevði sagt .	tá ið hann tí var upprisin frá deyðum mintust lærusveinar hansara til at hann hevði sagt hetta og teir trúðu skriftini og tí orði sum jesus hevði sagt	tá ið hann tí var upprisin frá deyðum mintust lærusveinar hansara til at hann hevði hetta sagt og trúðu teir skriftini og tí orði sum jesus hevði sagt	O O O O F F O O C O O O O O C O F O F O O O O O O O C C	tá ið hann tí hevði upprisin frá deyðum mintust lærusveinar hansara til at trúðu hann sagt hetta og teir skriftini og tí hevði orði var sum jesus sagt	O O O O F C O O C O O O O F O C O O O O O O F O F O O C
83	Men tá ið hann var í Jerúsalem á páskum , um hátíðina , trúðu mangir á navn hansara , tá ið teir sóu tekin hansara , sum hann gjördi .	men tá ið hann var í jerúsalem á páskum um hátíðina trúðu mangir á navn hansara tá ið teir sóu tekin hansara sum hann gjördi	men tá ið hann í var jerúsalem á páskum um trúðu hátíðina mangir á navn hansara tá ið teir sóu tekin hansara sum hann gjördi	O O O O O F O O O O F O O O O O O O O C O O O O C	men tá ið hann í jerúsalem á páskum um trúðu hátíðina mangir á navn hansara tá var ið teir sóu tekin hansara sum hann gjördi	O O O O O O O O O F O O O O O O F O O C O O O O C
84	Men Jesus sjálvur leit seg ikki til teirra , við tað at hann kendi allar , og honum ikki törvaði , at nakar vitnaði um menniskjuna ; tí at hann visti sjálvur , hvat ið var í menniskjuni .	men jesus sjálvur leit seg ikki til teirra við tað at hann kendi allar og honum ikki törvaði at nakar vitnaði um menniskjuna tí at hann visti sjálvur hvat ið var í menniskjuni	men jesus sjálvur seg leit ikki til teirra við tað at kendi hann allar og honum ikki törvaði at nakar vitnaði um menniskjuna tí at hann sjálvur visti hvat var ið í menniskjuni	O O O O F O O O O O O F O O O O O C O O C O O O O O O F O F O O O	men jesus sjálvur seg ikki til teirra við tað at hann leit kendi allar og honum ikki at nakar vitnaði törvaði um menniskjuna tí at hann sjálvur hvat ið var visti í menniskjuni	O O O O O O O O O O O F C O O O O O O C F O O O O O O O O C F O O
85	Men har var maður av Farisearunum , at navni nevndur Nikodemus , ein ráðharri hjá Jödum .	men har var maður av farisearunum at navni nevndur nikodemus ein ráðharri hjá jödum	men har var maður av farisearunum at navni nevndur nikodemus ein ráðharri hjá jödum	O O C O O O O O C O O O O O	men har maður av var farisearunum at navni nevndur nikodemus ein ráðharri hjá jödum	O O O O F O O O C O O O O O
86	"Hesin kom til hansara á nátt og segði við hann : "" Rabbi , vit vita , at tú ert lærari , komin frá Guði ; tí at eingin kann gera hesi tekin , sum tú gert , uttan Guð er við honum . """	hesin kom til hansara á nátt og segði við hann rabbi vit vita at tú ert lærari komin frá guði tí at eingin kann gera hesi tekin sum tú gert uttan guð er við honum	hesin til kom hansara á nátt segði og við hann rabbi vit vita at tú ert lærari frá komin guði tí at kann eingin gera hesi tekin sum tú gert uttan guð við er honum	O O F O O O F O O O O O C O O C O O F O O O F O C O O O O C O O O F O	hesin kom til er hansara komin á nátt og segði við hann rabbi vit at tú lærari vita frá guði tí at ert eingin gera hesi tekin sum tú gert uttan guð kann við honum	O C O F O F O O O C O O O O O O O F O O O O F O C O O O O C O O F O O
87	"Jesus svaraði og segði við hann : "" Sanniliga , sanniliga sigi eg tær : Eingin kann síggja Guðs ríki , uttan hann verður föddur av nýggjum . """	jesus svaraði og segði við hann sanniliga sanniliga sigi eg tær eingin kann síggja guðs ríki uttan hann verður föddur av nýggjum	svaraði jesus og segði við hann sanniliga sanniliga sigi eg tær eingin kann síggja guðs ríki uttan hann verður föddur av nýggjum	F O O C O O O O C O O O F F O O O O C C O O	jesus og sigi segði við hann sanniliga sanniliga eg tær eingin kann guðs ríki uttan hann verður föddur av síggja svaraði nýggjum	O O F C O O O O O O O C O O O O C C O F F O
88	"Nikodemus sigur við hann : "" Hvussu kann nakar verða föddur , tá ið hann er vorðin gamal ?"	nikodemus sigur við hann hvussu kann nakar verða föddur tá ið hann er vorðin gamal	nikodemus við sigur hann kann hvussu nakar verða föddur tá ið hann er vorðin gamal	O O F O F O O C C O O O F F O	nikodemus vorðin sigur við hann hvussu kann nakar verða föddur tá ið hann er gamal	O F C O O O C O F C O O O F O
89	"Man hann aðra ferð kunna koma inn í lívið á móður síni og verða föddur ? """	man hann aðra ferð kunna koma inn í lívið á móður síni og verða föddur	man hann aðra ferð kunna inn koma í lívið á móður síni verða og föddur	C O O O C O F O O O O O F O C	koma hann man aðra ferð inn í lívið kunna á móður síni og verða föddur	F O F O O O O O F O O O O C C
90	"Jesus svaraði : "" Sanniliga , sanniliga sigi eg tær : Eingin kann koma inn í Guðs ríki , uttan hann verður föddur av vatni og anda ."	jesus svaraði sanniliga sanniliga sigi eg tær eingin kann koma inn í guðs ríki uttan hann verður föddur av vatni og anda	jesus svaraði sanniliga sanniliga eg sigi tær kann eingin koma inn í guðs ríki uttan hann verður av föddur vatni og anda	O C O O O F O F O C O O O O O O C O F O O O	jesus sanniliga sanniliga sigi eg tær eingin kann koma inn í svaraði guðs ríki uttan föddur hann verður av vatni og anda	O O O F O O O C C O O F O O O F O C O O O O
91	Tað , sum er fött av holdinum , er hold , og tað , sum er fött av andanum , er andi .	tað sum er fött av holdinum er hold og tað sum er fött av andanum er andi	tað er sum fött av holdinum er hold og tað sum er fött av andanum er andi	O F O C O O C O O O O F F O O C O	tað sum fött av er holdinum er hold og tað sum fött av andanum er er andi	O O F O F O C O O O O C O O F C O
92	Undrast ikki um , at eg segði við teg : Tit mega verða född av nýggjum .	undrast ikki um at eg segði við teg tit mega verða född av nýggjum	undrast ikki um at eg við segði teg mega tit verða född av nýggjum	C O O O O O F O F O C C O O	ikki segði um at verða undrast eg við teg tit mega född av nýggjum	O F O O F F O O O O C C O O
93	"Vindurin blæsur , hvar sum hann vil , og tú hoyrir dunið av honum ; men tú veitst ikki , hvaðan hann kemur , og hvar hann fer ; soleiðis er tað við einum og hvörjum , sum er föddur av andanum . """	vindurin blæsur hvar sum hann vil og tú hoyrir dunið av honum men tú veitst ikki hvaðan hann kemur og hvar hann fer soleiðis er tað við einum og hvörjum sum er föddur av andanum	vindurin hvar blæsur sum vil hann og tú hoyrir dunið av honum men tú veitst ikki hvaðan hann og kemur hvar fer hann soleiðis er tað við einum og hvörjum sum er av föddur andanum	O O F O F O O O C O O O O O C O O O O F O F O O C O O O O O O C O F O	vindurin hvar sum hann og tú dunið av honum men vil tú veitst ikki hvaðan hoyrir hann og hvar hann fer soleiðis er blæsur tað við einum og hvörjum sum er föddur kemur av andanum	O O O O O O O O O O F O C O O F O O O O C O C F O O O O O O C C F O O
94	"Nikodemus svaraði og segði við hann : "" Hvussu kann hetta bera til ? """	nikodemus svaraði og segði við hann hvussu kann hetta bera til	svaraði nikodemus og segði við hann hvussu kann hetta til bera	F O O C O O O C O O F	nikodemus svaraði kann og við hann hvussu hetta bera til segði	O C F O O O O O C O F
95	"Jesus svaraði og segði við hann : "" Tú ert lærari í Ísrael , og veitst ikki hetta !"	jesus svaraði og segði við hann tú ert lærari í ísrael og veitst ikki hetta	svaraði jesus og segði við hann tú ert lærari í ísrael og ikki veitst hetta	F O O C O O O C O O O O O F O	veitst jesus svaraði og við hann tú ert lærari í ísrael og ikki hetta segði	F O C O O O O C O O O O O O F
96	Sanniliga , sanniliga sigi eg tær : Vit tala tað , sum vit vita , og vitna um tað , sum vit hava sæð ; og vitnisburði okkara taka tit ikki í mót .	sanniliga sanniliga sigi eg tær vit tala tað sum vit vita og vitna um tað sum vit hava sæð og vitnisburði okkara taka tit ikki í mót	sanniliga sigi sanniliga eg tær vit tala tað sum vit vita og um vitna tað sum hava vit sæð og vitnisburði okkara taka tit ikki í mót	O F O O O O C O O O C O O F O O F O C O O O C O O O O	sanniliga sanniliga sigi eg tær vit taka tala tað sum vit vita og vitna sæð hava um tað sum vit og vitnisburði okkara tit ikki í mót	O O C O O O F C O O O C O C F F O O O O O O O O O O O
97	Tá ið eg sigi tykkum hinar jarðisku lutirnar , og tit trúgva ikki , hvussu skulu tit tá trúgva , tá ið eg sigi tykkum hinar himmalsku ?	tá ið eg sigi tykkum hinar jarðisku lutirnar og tit trúgva ikki hvussu skulu tit tá trúgva tá ið eg sigi tykkum hinar himmalsku	tá ið eg tykkum sigi hinar jarðisku lutirnar og trúgva tit ikki hvussu skulu tit tá trúgva tá ið eg tykkum sigi hinar himmalsku	O O O O F O O O O F O O O C O O C O O O O F O O	tá ið eg tykkum hinar jarðisku sigi lutirnar og tit trúgva ikki sigi hvussu tit tá trúgva tá ið eg tykkum hinar skulu himmalsku	O O O O O O F O O O C O F O O O C O O O O O F O
