idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
74	Följande bild visar tabellen Anställda i pivottabelläget .	följande bild visar tabellen anställda i pivottabelläget	följande visar bild tabellen anställda i pivottabelläget	O F O O O O O	följande bild visar tabellen anställda i pivottabelläget	O O C O O O O
75	Anpassa layouten för en pivottabellvy	anpassa layouten för en pivottabellvy	anpassa layouten för en pivottabellvy	C O O O O	layouten för en anpassa pivottabellvy	O O O F O
76	Du kan kontrollera hur data presenteras i en pivotabellvy genom att anpassa layouten .	du kan kontrollera hur data presenteras i en pivotabellvy genom att anpassa layouten	du kan hur kontrollera presenteras data i en pivotabellvy genom att anpassa layouten	O C O F F O O O O O O C O	du presenteras kontrollera hur data kan i en pivotabellvy genom att anpassa layouten	O F C O O F O O O O O C O
77	Med en annan layout kan du beräkna och jämföra sammanfattade värden för olika element i dina data , eller visa sammanfattningar för en delmängd av informationen .	med en annan layout kan du beräkna och jämföra sammanfattade värden för olika element i dina data eller visa sammanfattningar för en delmängd av informationen	med en annan layout kan du jämföra beräkna och sammanfattade värden för olika element i dina data eller visa sammanfattningar för en delmängd av informationen	O O O O C O F F O O O O O O O O O O C O O O O O O	med en annan layout kan du och jämföra sammanfattade värden för beräkna olika element visa i dina data eller sammanfattningar för en delmängd av informationen	O O O O C O O C O O O F O O F O O O O O O O O O O
78	Använda släppområden	använda släppområden	använda släppområden	C O	släppområden använda	O F
79	Du ändrar layout genom att flytta fälten till fördefinierade släppområden i pivottabellvyns arbetsyta .	du ändrar layout genom att flytta fälten till fördefinierade släppområden i pivottabellvyns arbetsyta	du layout ändrar genom flytta att fälten till fördefinierade släppområden i pivottabellvyns arbetsyta	O O F O F O O O O O O O O	du layout genom att flytta fälten till fördefinierade släppområden i ändrar pivottabellvyns arbetsyta	O O O O C O O O O O F O O
80	Du kan dra ytterligare fält till området även när släppområdets bildtext täcks efter att du flyttat fält dit .	du kan dra ytterligare fält till området även när släppområdets bildtext täcks efter att du flyttat fält dit	du kan dra ytterligare fält till området även när släppområdets bildtext efter täcks att flyttat du fält dit	O C C O O O O O O O O O F O F O O O	du dra ytterligare fält till området även när kan släppområdets bildtext efter att du täcks flyttat fält dit	O C O O O O O O F O O O O O F C O O
81	Flytta fält till rad- eller kolumnområden	flytta fält till rad- eller kolumnområden	flytta fält till rad- eller kolumnområden	C O O O O O	flytta fält till rad- eller kolumnområden	C O O O O O
82	När du flyttar ett fält till radområdet , visas unika dataelement inom fältet nedåt längs raderna i pivottabellvyn .	när du flyttar ett fält till radområdet visas unika dataelement inom fältet nedåt längs raderna i pivottabellvyn	när du flyttar ett fält till radområdet unika visas dataelement inom fältet nedåt längs raderna i pivottabellvyn	O O C O O O O O F O O O O O O O O	när du ett fält till radområdet visas flyttar unika dataelement inom fältet nedåt längs raderna i pivottabellvyn	O O O O O O C F O O O O O O O O O
83	När du flyttar ett fält till kolumnområdet , visas unika dataelement längs kolumnerna .	när du flyttar ett fält till kolumnområdet visas unika dataelement längs kolumnerna	när flyttar du ett fält till kolumnområdet visas unika dataelement längs kolumnerna	O F O O O O O C O O O O	när du ett fält till kolumnområdet visas unika flyttar dataelement längs kolumnerna	O O O O O O C O F O O O
84	Flytta fält till detaljområdet	flytta fält till detaljområdet	flytta fält till detaljområdet	C O O O	fält flytta till detaljområdet	O F O O
85	Om du vill se sammanlagda data eller detaljdata från den underliggande datakällan , flyttar du fälten till detaljområdet .	om du vill se sammanlagda data eller detaljdata från den underliggande datakällan flyttar du fälten till detaljområdet	om du vill se sammanlagda data eller detaljdata från den underliggande datakällan flyttar du fälten till detaljområdet	O O F F O O O O O O O O C O O O O	vill om du se sammanlagda data eller detaljdata från den underliggande datakällan flyttar du fälten till detaljområdet	F O O C O O O O O O O O C O O O O
86	Flytta fält till filterområdet	flytta fält till filterområdet	flytta fält till filterområdet	C O O O	fält flytta till filterområdet	O F O O
87	Om du filtrerar data kan du begränsa vyn till en viss del av tillgängliga data .	om du filtrerar data kan du begränsa vyn till en viss del av tillgängliga data	om du kan filtrerar data du begränsa vyn till en viss del av tillgängliga data	O O F F O O C O O O O O O O O	om du filtrerar data kan du vyn till en viss del av tillgängliga begränsa data	O O C O C O O O O O O O O F O
88	Om du till exempel flyttar fältet Produkter till filterområdet , kan du visa data för en produkt i taget .	om du till exempel flyttar fältet produkter till filterområdet kan du visa data för en produkt i taget	om du till exempel flyttar fältet produkter till filterområdet visa kan du data för en produkt i taget	O O O O C O O O O F F O O O O O O O	om du till exempel kan flyttar fältet produkter till filterområdet du data för en produkt i visa taget	O O O O F C O O O O O O O O O O F O
89	Flytta rad- och kolumnfält till en högre eller lägre nivå	flytta rad- och kolumnfält till en högre eller lägre nivå	flytta rad- och kolumnfält till en högre eller lägre nivå	C O O O O O O O O O	flytta rad- och kolumnfält till en högre eller lägre nivå	C O O O O O O O O O
90	De fält som ligger närmast detaljdata när en vy innehåller flera rader och kolumner benämns inre fält .	de fält som ligger närmast detaljdata när en vy innehåller flera rader och kolumner benämns inre fält	de fält som ligger närmast detaljdata när en vy flera innehåller rader och benämns kolumner inre fält	O O O C O O O O O O F O O F O O O	de fält som innehåller ligger närmast detaljdata när en vy flera rader och kolumner benämns inre fält	O O O F C O O O O O O O O O C O O
91	De övriga fälten är yttre fält .	de övriga fälten är yttre fält	de övriga fälten är yttre fält	O O O C O O	de övriga fälten är yttre fält	O O O C O O
92	Du kan växla mellan inre och yttre fält .	du kan växla mellan inre och yttre fält	du kan mellan växla inre och yttre fält	O C O F O O O O	du växla mellan inre och yttre fält kan	O C O O O O O F
93	4 Det inre fältets element upprepas för varje element i det yttre fältet .	4 det inre fältets element upprepas för varje element i det yttre fältet	4 det inre fältets upprepas element för varje element i det yttre fältet	O O O O F O O O O O O O O	4 det upprepas inre fältets element för varje element i det yttre fältet	O O F O O O O O O O O O O
94	Lägga till och ta bort fält	lägga till och ta bort fält	lägga till och ta bort fält	C O O C O O	lägga ta till och bort fält	C F O O O O
95	Pivotabellvyns layout behöver inte inkludera alla tillgängliga fält från den underliggande datakällan .	pivotabellvyns layout behöver inte inkludera alla tillgängliga fält från den underliggande datakällan	pivotabellvyns layout inkludera behöver inte alla tillgängliga fält från den underliggande datakällan	O O F F O O O O O O O O	pivotabellvyns layout behöver inte alla tillgängliga fält inkludera från den underliggande datakällan	O O C O O O O F O O O O
96	Du kan dessutom ta bort fält som du inte vill se i layouten längre .	du kan dessutom ta bort fält som du inte vill se i layouten längre	du kan dessutom ta bort fält som du inte vill se i layouten längre	O C O C O O O O O F F O O O	du kan dessutom bort ta vill fält som du inte se i layouten längre	O C O O F F O O O O C O O O
97	Anpassa layouten för en pivotdiagramvy	anpassa layouten för en pivotdiagramvy	anpassa layouten för en pivotdiagramvy	C O O O O	anpassa layouten för en pivotdiagramvy	C O O O O
98	Du ändrar layout genom att flytta fälten till fördefinierade släppområden i diagrammets arbetsyta .	du ändrar layout genom att flytta fälten till fördefinierade släppområden i diagrammets arbetsyta	du ändrar layout genom att fälten flytta till fördefinierade släppområden i diagrammets arbetsyta	O C O O O O F O O O O O O	du layout genom att flytta fälten ändrar till fördefinierade släppområden i diagrammets arbetsyta	O O O O C O F O O O O O O
99	Släppområdena måste visas i diagrammet om du ska göra det .	släppområdena måste visas i diagrammet om du ska göra det	måste släppområdena visas i diagrammet om du ska det göra	F O C O O O O C O F	måste släppområdena i diagrammet om du ska göra det visas	F O O O O O C C O F
100	Släppområden visas på olika sätt beroende på vilken diagramtyp som används .	släppområden visas på olika sätt beroende på vilken diagramtyp som används	visas släppområden på olika sätt beroende på vilken diagramtyp som används	F O O O O O O O O O C	släppområden visas på olika sätt beroende används på vilken diagramtyp som	O C O O O O F O O O O
101	Ett seriesläppområde visas till exempel inte om det är ett cirkeldiagram eftersom de bara innehåller en serie .	ett seriesläppområde visas till exempel inte om det är ett cirkeldiagram eftersom de bara innehåller en serie	ett seriesläppområde visas till exempel inte om det ett är cirkeldiagram eftersom de innehåller bara en serie	O O C O O O O O O F O O O F O O O	ett seriesläppområde till exempel inte om det är ett cirkeldiagram eftersom de bara innehåller en visas serie	O O O O O O O C O O O O O C O F O
102	Dessutom är XSL-formatmallar skrivna på ett sätt som påminner om XML-dokument , dvs med en kombination av XML-liknande märken och HTML som skapar en mall för ett resultat i ett visst format .	dessutom är xsl-formatmallar skrivna på ett sätt som påminner om xml-dokument dvs med en kombination av xml-liknande märken och html som skapar en mall för ett resultat i ett visst format	dessutom är xsl-formatmallar skrivna på ett sätt som om påminner xml-dokument dvs med en kombination av xml-liknande märken och html skapar som en mall för ett resultat i ett visst format	O C O C O O O O O F O O O O O O O O O O F O O O O O O O O O O	dessutom xsl-formatmallar skrivna på ett sätt som påminner om xml-dokument dvs med en skapar kombination av xml-liknande är märken och html som en mall för ett resultat i ett visst format	O O C O O O O C O O O O O F O O O F O O O O O O O O O O O O O
103	Lägg märke till att du inte behöver länka vare sig en CSS-fil eller en XSL-formatmall till ett XML-dokument för att dokumentet ska kunna visas i Internet Explorer 5 ( och senare ) .	lägg märke till att du inte behöver länka vare sig en css-fil eller en xsl-formatmall till ett xml-dokument för att dokumentet ska kunna visas i internet explorer 5 och senare	lägg märke till att du inte behöver vare länka sig en css-fil eller en xsl-formatmall till ett xml-dokument för att ska dokumentet kunna visas i internet explorer 5 och senare	C O O O O O C O F O O O O O O O O O O O F O C C O O O O O O	lägg märke till att du behöver inte vare sig en css-fil eller en länka xsl-formatmall till ett visas xml-dokument för att dokumentet ska kunna i internet explorer 5 och senare	C O O O O F O O O O O O O F O O O F O O O O C C O O O O O O
