idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
76	Du får redan första dagen ansvar för en mängd utrustning .	du får redan första dagen ansvar för en mängd utrustning	du får redan första dagen ansvar för en mängd utrustning	O C O O O O O O O O	du får redan första dagen ansvar för en mängd utrustning	O C O O O O O O O O
77	Du får ett vapen som kan vara farligt både för dig själv och för kamraterna om det hanteras fel .	du får ett vapen som kan vara farligt både för dig själv och för kamraterna om det hanteras fel	du får ett vapen som kan vara farligt både för dig själv och för kamraterna om det hanteras fel	O C O O O F F O O O O O O O O O O C O	du vara ett vapen får som kan farligt både för dig själv och för kamraterna om det hanteras fel	O F O O F O C O O O O O O O O O O C O
78	Du får kanske ansvaret för ett motorfordon som är värt många tusen kronor .	du får kanske ansvaret för ett motorfordon som är värt många tusen kronor	du får kanske ansvaret för ett motorfordon som värt är många tusen kronor	O C O O O O O O O F O O O	du kanske ansvaret för ett motorfordon som får är värt många tusen kronor	O O O O O O O F C O O O O
79	Du kommer att delta i övningar , där riskerna är stora , om man gör fel .	du kommer att delta i övningar där riskerna är stora om man gör fel	kommer du att delta i övningar där riskerna är stora om man fel gör	F O O C O O O O C O O O O F	du att delta i övningar är där riskerna stora om man gör fel kommer	O O C O O F O O O O O C O F
80	Du måste därför redan från början visa dig mogen att ta ansvar för vad du gör .	du måste därför redan från början visa dig mogen att ta ansvar för vad du gör	måste du därför redan från början visa dig mogen att ta ansvar för vad du gör	F O O O O O C O O O C O O O O C	du därför redan från början måste dig mogen att ta ansvar för vad du gör visa	O O O O O F O O O C O O O O C F
81	Du kommer under din utbildning att få se och höra sådant som måste hållas hemligt .	du kommer under din utbildning att få se och höra sådant som måste hållas hemligt	du under kommer din utbildning få att se och sådant höra måste som hållas hemligt	O O F O O F O C O O F F O C O	du få under din utbildning att och höra sådant kommer som måste hållas hemligt se	O F O O O O O C O F O C C O F
82	Kom därför redan från början ihåg att inte lämna informationer till obehöriga .	kom därför redan från början ihåg att inte lämna informationer till obehöriga	kom därför redan från början ihåg att inte informationer lämna till obehöriga	C O O O O O O O O F O O	lämna kom därför redan från början ihåg att inte informationer till obehöriga	F C O O O O O O O O O O
83	Du får snart ut en hel del saker - vapen , verktyg , uniformer m m , som du kommer att använda dagligen .	du får snart ut en hel del saker vapen verktyg uniformer m m som du kommer att använda dagligen	får du snart ut en hel del saker vapen verktyg uniformer m m som du kommer att använda dagligen	F O O O O O O O O O O O O O C O C O	du snart ut en hel del saker får vapen verktyg uniformer m m som du kommer att använda dagligen	O O O O O O O F O O O O O O C O C O
84	Utrymmet i ditt skåp är mycket begränsat .	utrymmet i ditt skåp är mycket begränsat	utrymmet i ditt skåp mycket är begränsat	O O O O O F O	utrymmet i ditt skåp mycket begränsat är	O O O O O O F
85	Därför måste du hålla noggrann ordning på din utrustning och placera den i skåpet så , att sakerna är lätta att hitta och lätta att komma åt .	därför måste du hålla noggrann ordning på din utrustning och placera den i skåpet så att sakerna är lätta att hitta och lätta att komma åt	måste därför du hålla noggrann ordning på din utrustning och placera den i skåpet så att sakerna lätta är hitta att och lätta att komma åt	F O O C O O O O O O C O O O O O O O F F O O O O C O	därför måste du hålla noggrann ordning på din utrustning och hitta den i skåpet så att sakerna är lätta att komma och lätta att åt placera	O C O C O O O O O O F O O O O O O C O O F O O O O F
86	Ibland måste sakerna - t ex av säkerhetsskäl - ha sina bestämda platser , lika för alla inom ditt förband .	ibland måste sakerna t ex av säkerhetsskäl ha sina bestämda platser lika för alla inom ditt förband	ibland måste sakerna t ex av säkerhetsskäl sina ha bestämda platser lika för alla inom ditt förband	O C O O O O O F O O O O O O O O	ibland sakerna t ex av säkerhetsskäl ha sina bestämda platser lika för alla måste inom ditt förband	O O O O O C O O O O O O F O O O
87	Du kan inte räkna med att få något större utrymme för privata persedlar .	du kan inte räkna med att få något större utrymme för privata persedlar	kan du inte räkna med att få något större utrymme för privata persedlar	F O O C O O C O O O O O O	du inte räkna med att något större utrymme kan för få privata persedlar	O O C O O O O O F O F O O
88	Ta med dig	ta med dig	med ta dig	O F O	ta med dig	C O O
89	Toalettartiklar ( kan även köpas i marketenteriet ) - rakhyvel och rakborste - även om du har elektrisk rakapparat .	toalettartiklar kan även köpas i marketenteriet rakhyvel och rakborste även om du har elektrisk rakapparat	kan toalettartiklar även köpas i marketenteriet rakhyvel och rakborste även om du har elektrisk rakapparat	F O O C O O O O O O O O C O O	toalettartiklar har även köpas i marketenteriet rakhyvel kan och rakborste även om du elektrisk rakapparat	O F O C O O O F O O O O O O O
90	Du behöver dem under övningar utanför kasern	du behöver dem under övningar utanför kasern	du dem behöver under övningar utanför kasern	O O F O O O O	du behöver dem under övningar utanför kasern	O C O O O O O
91	Äger du några av följande saker så ta med även dem :	äger du några av följande saker så ta med även dem	äger du några av följande saker ta så med även dem	C O O O O O F O O O O	du några av följande saker så äger ta med även dem	O O O O O O F C O O O
92	Marketenteriet är din affär	marketenteriet är din affär	marketenteriet är din affär	O C O O	marketenteriet är din affär	O C O O
93	Småartiklar köper du bäst och billigast vid förbandets marketenteri och handelsbod .	småartiklar köper du bäst och billigast vid förbandets marketenteri och handelsbod	småartiklar du köper bäst och billigast vid förbandets marketenteri och handelsbod	O O F O O O O O O O O	småartiklar du bäst och billigast vid förbandets köper marketenteri och handelsbod	O O O O O O O F O O O
94	Vinsten kommer dig själv till godo i form av trivsel- och förströelseanordningar .	vinsten kommer dig själv till godo i form av trivsel- och förströelseanordningar	kommer vinsten dig själv till godo i form av trivsel- och förströelseanordningar	F O O O O O O O O O O O	vinsten dig själv till godo i kommer form av trivsel- och förströelseanordningar	O O O O O O F O O O O O
95	I regel väcks du kl 6 på morgonen .	i regel väcks du kl 6 på morgonen	i regel väcks du kl 6 på morgonen	O O C O O O O O	i regel väcks du kl 6 på morgonen	O O C O O O O O
96	Den första uppställningen till övning sker i allmänhet kl 0730 .	den första uppställningen till övning sker i allmänhet kl 0730	den första uppställningen till övning sker i allmänhet kl 0730	O O O O O C O O O O	den första uppställningen till övning sker i allmänhet kl 0730	O O O O O C O O O O
97	Dessförinnan skall du ha hunnit med tvättning och rakning , frukost i matsalen , sängbäddning och kontroll av uniform , skor , vapen m m , så att allt är ' tiptop ' vid uppställningen .	dessförinnan skall du ha hunnit med tvättning och rakning frukost i matsalen sängbäddning och kontroll av uniform skor vapen m m så att allt är tiptop vid uppställningen	dessförinnan ha skall du hunnit med tvättning och rakning frukost i matsalen sängbäddning och kontroll av uniform skor vapen m m så att allt är tiptop vid uppställningen	O F F O C O O O O O O O O O O O O O O O O O O C O O O	dessförinnan skall du med tvättning och rakning frukost i matsalen sängbäddning och kontroll av uniform skor vapen m m så att allt är tiptop vid uppställningen hunnit ha	O C O O O O O O O O O O O O O O O O O O O C O O O F F
98	På förmiddagen tränas du i olika utbildningsgrenar , i regel till omkring kl 11 .	på förmiddagen tränas du i olika utbildningsgrenar i regel till omkring kl 11	på förmiddagen du tränas i olika utbildningsgrenar i regel till omkring kl 11	O O O F O O O O O O O O O	på förmiddagen tränas du i olika utbildningsgrenar i regel till omkring kl 11	O O C O O O O O O O O O O
99	Då får du en dryg timmes lunchrast .	då får du en dryg timmes lunchrast	får då du en dryg timmes lunchrast	F O O O O O O	då du får en dryg timmes lunchrast	O O F O O O O
100	Därefter börjar eftermiddagens övningar , som oftast pågår till kl 1700 .	därefter börjar eftermiddagens övningar som oftast pågår till kl 1700	därefter börjar eftermiddagens övningar som oftast pågår till kl 1700	O C O O O O C O O O	därefter börjar eftermiddagens övningar som pågår oftast till kl 1700	O C O O O F O O O O
101	Sedan du skött om din utrustning och tvättat dig är det dags för middag .	sedan du skött om din utrustning och tvättat dig är det dags för middag	sedan du om skött din utrustning tvättat och dig är det dags för middag	O O O F O O F O O C O O O O	sedan du om din utrustning och tvättat dig det dags skött för middag är	O O O O O O C O O O F O O F
102	Hinner du inte sköta om utrustningen före maten , skall du göra det efteråt .	hinner du inte sköta om utrustningen före maten skall du göra det efteråt	hinner du inte om sköta utrustningen före skall maten du göra det efteråt	C O O O F O O F O O C O O	hinner du inte sköta om utrustningen skall göra före maten du det efteråt	C O O C O O F F O O O O O
103	Varje vecka ordnas en och ibland två kvällsövningar , då du skall lära dig uppträda i mörker .	varje vecka ordnas en och ibland två kvällsövningar då du skall lära dig uppträda i mörker	varje vecka ordnas en och ibland två kvällsövningar då du skall lära dig uppträda i mörker	O O C O O O O O O O F F O C O O	varje vecka en och ibland två kvällsövningar då lära du skall dig uppträda i mörker ordnas	O O O O O O O O F O C O C O O F
104	Alla värnpliktiga har inte lika lång utbildningstid .	alla värnpliktiga har inte lika lång utbildningstid	alla värnpliktiga har inte lika lång utbildningstid	O O C O O O O	alla värnpliktiga inte har lika lång utbildningstid	O O O F O O O
105	Eftersom olika soldater i ett modernt försvar har olika uppgifter , som tar olika lång tid att lära , måste utbildningstiden variera .	eftersom olika soldater i ett modernt försvar har olika uppgifter som tar olika lång tid att lära måste utbildningstiden variera	eftersom olika soldater i ett modernt försvar olika har uppgifter tar som olika lång tid att lära måste utbildningstiden variera	O O O O O O O O F O F O O O O O C C O C	eftersom olika soldater måste i ett modernt försvar olika uppgifter som har tar olika lång tid att variera lära utbildningstiden	O O O F O O O O O O O F C O O O O F C O
106	I vår arme räcker yrkesbefälet inte till att fylla mer än en liten del av alla befälsbefattningar .	i vår arme räcker yrkesbefälet inte till att fylla mer än en liten del av alla befälsbefattningar	i vår arme yrkesbefälet räcker inte till fylla att mer än en liten del av alla befälsbefattningar	O O O O F O O F O O O O O O O O O	i vår arme räcker yrkesbefälet inte till att mer än en liten del av alla befälsbefattningar fylla	O O O C O O O O O O O O O O O O F
107	90 procent av befälet i krig är värnpliktiga eller reservbefäl .	90 procent av befälet i krig är värnpliktiga eller reservbefäl	90 procent av befälet i krig är värnpliktiga eller reservbefäl	O O O O O O C O O O	är 90 procent av befälet i krig värnpliktiga eller reservbefäl	F O O O O O O O O O
108	För att de skall klara sina uppgifter och kunna bära det ansvar de har för sina soldater måste de få tillräckligt lång utbildning .	för att de skall klara sina uppgifter och kunna bära det ansvar de har för sina soldater måste de få tillräckligt lång utbildning	för att de skall klara sina uppgifter och kunna bära det ansvar de för har sina måste soldater de få tillräckligt lång utbildning	O O O F F O O O C C O O O O F O F O O C O O O	för att de skall klara sina uppgifter och bära måste kunna det ansvar de har för sina soldater de få tillräckligt lång utbildning	O O O C C O O O F F F O O O C O O O O C O O O
